Temp		    	HumS		    	HumA		    	Luz			        Caudal			  Flujo			
24.767920			32.191293			83.392588			261.000000			0.000000			0.000000			
21.408117			30.848728			81.433442			261.000000			0.000000			0.000000			
24.032205			30.255129			80.731876			261.000000			0.000000			0.000000			
22.641682			28.323102			81.964859			261.000000			0.000000			0.000000			
24.733457			27.827031			82.588556			261.000000			0.000000			0.000000			
22.597483			26.402903			80.143566			261.000000			0.000000			0.000000			
21.106635			26.381072			83.703615			261.000000			0.000000			0.000000			
20.205934			24.951964			84.889271			261.000000			0.000000			0.000000			
21.177588			23.056070			84.196405			261.000000			0.000000			0.000000			
23.378392			21.930011			81.218033			261.000000			0.000000			0.000000			
21.197681			20.522415			84.134402			261.000000			0.000000			0.000000			
24.432982			19.201963			84.593017			261.000000			0.000000			0.000000			
24.728152			18.127190			80.445885			261.000000			0.000000			0.000000			
22.481768			17.315582			81.929548			261.000000			0.000000			0.000000			
24.394097			17.091996			83.318779			261.000000			0.000000			0.000000			
20.975304			17.033382			82.569750			261.000000			0.000000			0.000000			
24.809530			15.612623			81.034227			261.000000			0.000000			0.000000			
21.334627			14.100252			81.596152			261.000000			0.000000			0.000000			
20.367964			13.247349			81.248787			261.000000			0.000000			0.000000			
21.656044			11.846007			80.087312			261.000000			0.000000			0.000000			
23.319028			11.537695			83.044050			261.000000			0.000000			0.000000			
20.394234			11.265714			82.007320			261.000000			0.000000			0.000000			
22.664156			10.174533			81.089894			261.000000			0.000000			0.000000			
20.415284			9.595622			84.109019			261.000000			0.000000			0.000000			
22.483558			8.762892			82.539653			261.000000			0.000000			0.000000			
22.244960			7.080952			82.637628			261.000000			0.000000			0.000000			
23.666841			6.042956			80.170347			261.000000			0.000000			0.000000			
23.441973			5.614586			82.750974			261.000000			0.000000			0.000000			
22.740293			4.103252			80.387698			261.000000			0.000000			0.000000			
23.016266			2.740312			81.128869			261.000000			0.000000			0.000000			
22.382036			1.871573			82.203913			261.000000			0.000000			0.000000			
20.896631			2.731960			80.587456			261.000000			11.064389			1.000000			
21.520108			4.615836			82.177416			261.000000			17.567255			1.000000			
22.130098			5.349264			83.315501			261.000000			19.142816			1.000000			
22.110109			5.634267			81.392600			261.000000			19.884782			1.000000			
21.274423			6.751932			84.311975			261.000000			19.805469			1.000000			
20.026010			7.962383			83.835368			261.000000			15.626292			1.000000			
21.293756			9.192975			80.474218			261.000000			12.924333			1.000000			
23.017028			9.541443			81.923156			261.000000			18.171200			1.000000			
24.014003			10.911905			83.212758			261.000000			14.777496			1.000000			
21.691173			11.654272			83.500909			261.000000			19.880267			1.000000			
23.179488			12.012551			80.235509			261.000000			15.159452			1.000000			
23.214152			12.645181			81.953123			261.000000			16.411252			1.000000			
22.055103			12.901232			82.692756			261.000000			10.985258			1.000000			
24.241167			13.543948			84.344473			261.000000			10.801781			1.000000			
22.577755			14.522222			82.847578			261.000000			15.804210			1.000000			
24.371532			15.146072			82.283329			261.000000			14.581712			1.000000			
20.183291			16.379449			82.034642			261.000000			13.127321			1.000000			
24.294557			17.209326			83.387915			261.000000			19.993625			1.000000			
24.192601			19.100174			83.517098			261.000000			15.103140			1.000000			
21.499402			20.190193			81.430745			261.000000			11.321093			1.000000			
